order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
bdf7cbcf2a174866c15ade0d9a55bf7d,2a4e10a332748a0ce92f8189c2ca4a1c,delivered,2018-04-04 10:05:30,2018-04-05 02:30:24,2018-04-06 00:22:37,2018-04-12 01:21:08,2018-05-03 00:00:00
169702628c1e366110072edf38460701,df221f459bbece19d08e7a78db54b308,delivered,2018-03-01 20:11:22,2018-03-01 20:29:17,2018-03-06 19:08:16,2018-03-12 22:02:15,2018-03-29 00:00:00
50732a86b0335ae225e4432548113e9a,e489365859cd08d9e3b411534e1e3df4,delivered,2018-03-22 19:05:20,2018-03-22 19:15:39,2018-03-24 00:06:42,2018-03-27 18:46:36,2018-04-16 00:00:00
2b86487ced52ef357d5454397ff5538a,0b516b1985a3c37fc5b3e2d513d3f688,delivered,2018-04-12 18:39:41,2018-04-12 18:55:19,2018-04-14 00:02:39,2018-04-26 22:34:59,2018-05-16 00:00:00
5afbfbc1d4f7235258bea4e37dcbf406,5286e92641536e814f85f6f5f45e9d2b,delivered,2018-04-14 16:41:35,2018-04-14 16:55:28,2018-04-17 17:21:58,2018-04-23 23:08:47,2018-05-17 00:00:00
5202706af09cfff62208ae5a56926b6d,ae68a047db8668d643d62fd6c90b7202,delivered,2018-04-04 14:15:00,2018-04-06 03:28:27,2018-04-10 17:19:11,2018-04-13 18:58:43,2018-05-03 00:00:00
ba9cbecc6a528dc98683accf4656c945,105f5188a142d32dcfe97650f8e114f4,delivered,2018-04-19 14:29:32,2018-04-19 14:57:22,2018-04-23 23:41:50,2018-05-03 17:08:41,2018-06-11 00:00:00
f18481fd839eabadc3d84dc73eead362,2634cfa17e633c8f78dbe962e5654652,delivered,2018-03-26 14:18:32,2018-03-26 14:30:15,2018-03-27 19:38:52,2018-04-16 23:18:44,2018-04-26 00:00:00
c1d50cc9e54ae4ea935717337e55d269,1b6cec570b25e346e862d1e30a8d652d,delivered,2018-04-06 20:36:58,2018-04-06 20:49:07,2018-04-10 18:22:39,2018-04-11 19:41:41,2018-04-24 00:00:00
68265b6cfdb0170c7068b6738b6272dc,5b833faa46296c2d28673200449b0d0b,delivered,2018-04-04 00:02:55,2018-04-04 00:15:43,2018-04-06 02:19:06,2018-04-13 19:02:46,2018-05-07 00:00:00
74b1932a11b0d28d122ee5572b5ea7d1,36b0baf0b67a057f12c2149864e1f5e0,delivered,2018-03-14 08:35:06,2018-03-14 09:08:15,2018-03-15 23:02:24,2018-03-23 18:58:42,2018-04-12 00:00:00
08fd8d3e4e30f796d703584db2e27e1a,e867a0d69912db241c0cc2adc85d82e8,delivered,2018-03-05 07:59:17,2018-03-05 08:10:37,2018-03-08 04:26:36,2018-03-26 20:32:47,2018-04-04 00:00:00
e239d280236cdd3c40cb2c033f681d1c,8f3b9d3f52f2f606b6675ef3d7d85e7b,delivered,2018-03-01 18:32:58,2018-03-01 18:49:11,2018-03-03 00:38:33,2018-03-19 19:41:39,2018-04-02 00:00:00
32c49c2531dd2c94af0c74906c13abcd,b016b681071197d7a44648e5d04a2d34,delivered,2018-03-12 20:13:21,2018-03-12 20:25:18,2018-03-15 23:04:52,2018-04-09 12:05:10,2018-04-12 00:00:00
69cc55eb653cc27eea935e7a0d26b83a,b867c3da44a39181b0c4a1ef9c644673,delivered,2018-04-21 08:00:56,2018-04-24 18:25:47,2018-04-23 23:28:33,2018-04-28 01:54:46,2018-05-28 00:00:00
50dfcf67e810d36666fa94f1a77c6d49,a4cc365cec41ae5dca9c112b9b0f141e,delivered,2018-03-12 15:56:38,2018-03-12 16:15:44,2018-03-13 23:34:42,2018-03-20 17:12:19,2018-04-04 00:00:00
535f37a9d7b2631d608fded2c2991738,3ce6bb309d1def44d728e2f1b9cd4c6e,delivered,2018-04-06 09:35:07,2018-04-07 02:48:09,2018-04-10 18:42:18,2018-04-18 17:28:41,2018-05-09 00:00:00
2b091bda8d69a64119fa4ec34147f946,9097e442e65d053fa4a3540c362a8cc9,delivered,2018-03-13 13:06:22,2018-03-13 14:09:14,2018-03-15 23:04:52,2018-03-23 02:08:36,2018-04-13 00:00:00
d0e9399904d8a9d40da9642d0023383e,5d55cda7f7aa80d5875ee28ea2b52110,delivered,2018-03-11 22:50:36,2018-03-11 23:00:28,2018-03-13 23:34:41,2018-03-17 17:33:13,2018-04-10 00:00:00
12b565379c9d4cf9752858a558325014,633429bf89b9c39b4269ebe8936f16e7,delivered,2018-03-07 13:35:47,2018-03-07 13:48:09,2018-03-13 23:17:39,2018-03-21 01:07:45,2018-04-09 00:00:00
98b3b28db55c9f6e365c56f05004d3b5,fc2f1cde057c9c2675602bc90d36b54a,delivered,2018-04-20 15:06:49,2018-04-24 18:39:32,2018-04-23 23:38:39,2018-05-15 15:46:32,2018-05-30 00:00:00
b62001b38d12c99ffbafa1c609797348,8cb5d5e180e4dbdffdc4af261b618790,delivered,2018-04-06 14:14:21,2018-04-10 03:49:50,2018-04-11 22:41:05,2018-04-16 21:12:33,2018-05-07 00:00:00
44699b6718b35247c4ae1e798d0ec533,b12903e05aaab54fe9fa5dfc3fc5a29e,delivered,2018-03-21 11:40:52,2018-03-21 11:55:42,2018-03-22 21:46:46,2018-04-17 00:43:28,2018-04-20 00:00:00
671f3f58a12caea363c9e40989c7d154,e34e611ede97bd86382632d4ef71f31f,delivered,2018-03-26 09:56:14,2018-03-26 10:10:34,2018-03-27 19:38:53,2018-04-10 01:08:44,2018-04-25 00:00:00
d9eecffc625e888de8f4faaa0d98d3b4,bc10a8ee2102856c0b67ca904cdc4af6,delivered,2018-03-28 21:54:56,2018-03-28 22:07:45,2018-03-30 01:03:42,2018-04-18 18:37:48,2018-04-26 00:00:00
