order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
efb8dac7a0254c587d4004ae2b7a3b22,8708cba3fc19dd3882abcfd20b6229a1,delivered,2017-12-09 06:52:09,2017-12-09 12:51:09,2017-12-11 18:54:22,2017-12-19 15:19:02,2018-01-04 00:00:00
b88ab07fb8df9a5215f630bc0da356f8,33b637b65158f77c5944eace3237c3f2,delivered,2018-02-19 21:30:49,2018-02-19 22:36:04,2018-02-20 22:42:49,2018-02-28 01:00:18,2018-03-09 00:00:00
eb331761cad75951ae1b5c9dd275cd22,596476030ef36305e6dc6d82812d9ea0,delivered,2018-01-19 19:23:27,2018-01-19 19:37:14,2018-01-20 17:54:48,2018-01-26 22:19:07,2018-02-09 00:00:00
30fe7e22e29acb5403700c7834e57677,7dc011917bd7a6da7bc0756a34ad7c73,delivered,2018-02-19 23:10:30,2018-02-20 00:15:32,2018-02-20 23:06:26,2018-02-27 17:48:47,2018-03-12 00:00:00
bfff22b563631e997a4a22dd4b87abc2,c4781eecc0840edcc02c29277533004c,delivered,2018-04-02 14:08:53,2018-04-02 14:30:50,2018-04-03 20:05:22,2018-04-09 20:32:13,2018-04-19 00:00:00
69379af9891c9ba98d3262eb100ea809,d788b6fd55fac4cb266bb00e519c4b87,delivered,2018-03-10 11:24:11,2018-03-13 03:55:35,2018-03-14 22:58:42,2018-04-03 01:51:12,2018-03-28 00:00:00
013d92e415d1de7bf3b3b706f1b6d292,898107309c7e33b88d7141ebde723c17,delivered,2018-01-25 13:53:06,2018-01-26 14:22:15,2018-01-29 15:52:48,2018-02-20 20:52:57,2018-03-02 00:00:00
0877034e4780ed6345f93f2c0e0d48ec,e3e78349eb9adb90eb3168e8bc30d029,delivered,2018-05-14 09:11:00,2018-05-14 09:32:22,2018-05-16 08:14:00,2018-05-22 20:22:10,2018-06-14 00:00:00
b8d23755d712f3990ab73d755d1d8cc6,6757b444241f1c6cf395f850f975fb52,delivered,2018-05-14 20:34:13,2018-05-15 20:33:27,2018-05-18 12:24:00,2018-05-22 12:53:08,2018-05-29 00:00:00
cb5fbb27c5009572818e03f9e690edf2,7db36170d6f4124ef2c2d65b5eb3ef25,delivered,2018-05-30 09:37:59,2018-05-30 09:50:16,2018-05-30 12:27:00,2018-06-07 18:08:38,2018-07-03 00:00:00
ac5f6eb714ea7a0e9fc48eaa34d3eab8,8172842da78a488cb74d25ea99c0b656,delivered,2018-02-24 13:31:40,2018-02-24 13:47:38,2018-02-27 14:19:15,2018-03-27 13:21:22,2018-04-02 00:00:00
57d9af1de34ab593d3ecb3c06abfc12a,ac89ebd5f9c1ee754571497f4834218c,delivered,2018-03-07 19:22:03,2018-03-09 02:31:12,2018-03-09 21:34:35,2018-04-11 11:25:48,2018-04-09 00:00:00
dc32acbe8d41196887e5d7ac6c2972bd,1fcb9f10321dfd890dd7153a7dfcc890,delivered,2018-03-07 15:24:48,2018-03-09 02:10:25,2018-03-09 20:58:30,2018-04-12 20:52:41,2018-04-03 00:00:00
744bb613bca97aa5b1e31acbe8d2215b,a812d9a36cdcf09a31b8ef2be22654f5,delivered,2017-12-17 15:52:59,2017-12-17 17:30:27,2017-12-20 14:43:06,2017-12-29 20:49:11,2018-01-11 00:00:00
93e85b947c8fbaef6206e8f282ec28f6,0d5f0d55d8ac2ec02aee9ae6cb96b15e,delivered,2018-04-17 16:36:08,2018-04-18 02:11:17,2018-04-23 19:34:48,2018-05-04 20:40:44,2018-05-16 00:00:00
db9f2956d5aa9406afedc858c51c2f5f,545b3f9dcf5aebe2020cbdcc23c06101,delivered,2018-03-12 21:31:27,2018-03-12 21:48:12,2018-03-14 00:24:25,2018-04-03 23:08:34,2018-04-12 00:00:00
4b1db8a28fba39bb791eaf6f2d287d5a,ed4134290a6458712e109a4c68171571,delivered,2018-03-28 13:23:14,2018-03-29 13:28:44,2018-04-02 17:44:58,2018-04-20 22:42:39,2018-04-23 00:00:00
8dcedca18bb1b1f7a5db3ebb636f372e,5ec3bf2d6dcee4f176783567eb78cc11,delivered,2018-02-26 21:46:40,2018-02-26 21:55:28,2018-02-27 20:09:27,2018-03-25 10:44:37,2018-03-16 00:00:00
b49738aaa4978ffb2dd4efeb676c9de4,d2c85fae92bd98554669494394a47f01,delivered,2017-12-18 21:45:10,2017-12-19 09:33:25,2017-12-20 16:23:24,2018-01-04 01:03:33,2018-01-18 00:00:00
55dc0b4a0f13a05eb36a095553d4de55,b40c7e70e08d955b06856703a33ea2a4,delivered,2018-01-16 19:42:38,2018-01-16 19:55:19,2018-01-17 17:22:29,2018-01-29 15:51:59,2018-02-15 00:00:00
be8ab651d9a385206918a02d21d0cc33,6be433092c73f7f3f76422d333f87818,delivered,2018-03-30 13:43:51,2018-04-03 05:48:48,2018-04-05 18:04:42,2018-04-20 16:40:59,2018-04-19 00:00:00
b4987fffa27206403cb8ac9072a6f9de,6b1c69ef9ca42acffa9885fc1122a006,delivered,2018-03-24 14:51:18,2018-03-24 15:07:56,2018-03-27 02:08:58,2018-04-13 02:21:55,2018-04-24 00:00:00
23e9f8ff4531eef8fbeb21efcf4ca260,194db5a5d58e5c923d6c2ef8c41e1234,delivered,2017-12-09 10:52:15,2017-12-09 12:54:52,2017-12-11 18:54:21,2017-12-18 15:12:21,2018-01-08 00:00:00
c37e8a90411ad06bb2624d9a478de279,464f37f47dbc98222cf250140a6cdc11,delivered,2018-02-10 14:13:17,2018-02-10 14:27:41,2018-02-14 11:42:59,2018-03-05 18:33:15,2018-03-09 00:00:00
8b684bf930252b4bf12586346b4ebbba,07e7f8e9c1d7da19613688c978f10c4f,delivered,2018-05-14 19:36:35,2018-05-14 19:57:59,2018-05-16 08:14:00,2018-06-08 20:51:49,2018-06-05 00:00:00
c66aaca1cdf9bf8776f676b7398f8feb,fa087843ff42cf337317d1f3f62fb18b,delivered,2018-01-27 10:40:48,2018-01-27 10:55:07,2018-01-30 14:26:09,2018-02-05 20:52:09,2018-02-20 00:00:00
bbfcb9e2e2d656df90c1e837f5f47c09,8445a2ff04289c3f6c1d70dc60374f4c,delivered,2018-04-24 16:28:48,2018-04-24 19:10:24,2018-04-26 13:25:00,2018-05-09 14:46:41,2018-05-25 00:00:00
66dc3f697ad3da4fb292a49184f88aa4,8f719c97057011cf41342446c0a61999,delivered,2017-12-06 15:13:54,2017-12-09 09:52:02,2017-12-11 18:27:09,2017-12-20 21:22:49,2018-01-15 00:00:00
fd95e4b85ebbb81853d4a6be3d61432b,00fd2c64e6e3f94a81541196fc536f4f,delivered,2018-04-28 10:58:02,2018-04-28 11:10:31,2018-05-02 12:26:00,2018-05-11 20:09:30,2018-05-30 00:00:00
3c4329c91605952deb53464dc789ae79,173c0b0134313a7aac0a8397df34c070,delivered,2018-01-08 17:44:10,2018-01-08 17:55:19,2018-01-10 18:53:10,2018-01-23 20:47:11,2018-02-09 00:00:00
a4736d7f64163c9072e4aaeeb18f3aa8,d3ba320dfb5cf664b1437a2c154aa2de,delivered,2018-01-29 22:48:04,2018-01-29 23:11:23,2018-01-31 16:18:28,2018-02-06 21:55:06,2018-03-01 00:00:00
c00ec2c5d2f145b694e4f478c71c5711,0c24eb9748620ef4c1a57fbcb77f5ff6,delivered,2018-01-15 13:33:36,2018-01-15 13:49:58,2018-01-16 21:45:18,2018-01-22 18:24:43,2018-02-05 00:00:00
519ecd989dd22a72180f4334121c24ae,c344c11cd7a8b4700639c28d94348b82,delivered,2018-05-19 19:57:22,2018-05-20 00:41:42,2018-05-23 12:24:00,2018-06-04 21:05:55,2018-06-06 00:00:00
3b9e43d6eba694f8a29c11ee67a04f2c,95586af7599c2494c788eb3fc596b4d8,delivered,2017-12-27 17:49:32,2017-12-27 17:59:31,2017-12-28 17:05:21,2018-01-03 21:25:42,2018-01-23 00:00:00
264af1175f2425bc604b8547920207a2,4839cfebf48d099e750ea7f2839043a8,delivered,2018-04-23 14:46:07,2018-04-24 18:59:21,2018-04-26 12:25:00,2018-05-12 18:52:54,2018-05-28 00:00:00
ba254174e8ca271319fbd168acd8684d,f60cc995a583dfd1e1dadf8ef6d7c573,delivered,2018-02-20 22:19:35,2018-02-20 22:30:29,2018-02-22 00:22:19,2018-03-13 21:12:15,2018-03-14 00:00:00
3d04db36b662c14acf27ab0dc7057fef,f07050b4d39b333b0181b6dc9d01c593,delivered,2018-05-15 00:09:07,2018-05-15 00:36:51,2018-05-16 12:33:00,2018-06-05 20:52:54,2018-06-08 00:00:00
8e9358bf838db65d965ffe0913252ac8,f3aa1c92c018f313579899999ea7ec40,delivered,2018-05-03 17:04:29,2018-05-03 17:15:26,2018-05-07 12:31:00,2018-05-18 05:47:40,2018-06-08 00:00:00
0fa772ed19bc4e0836a2b079059f529e,f06ebe91a8ef0795bdfa9f8cd148ca59,delivered,2018-01-30 21:50:42,2018-01-30 22:11:21,2018-02-02 00:38:39,2018-02-15 23:33:55,2018-03-02 00:00:00
6e39e72b584a0a07924d364bf5f36941,92a3fbd12ae7c87def9b79895282af4d,delivered,2017-12-04 13:49:05,2017-12-04 16:47:39,2017-12-07 13:26:50,2017-12-20 13:42:32,2018-01-02 00:00:00
1c35f8855d403c849e5923441dcb9f71,f5661c49c959f34c5054a42ca1e59dab,delivered,2018-04-19 17:28:52,2018-04-19 18:30:46,2018-04-20 20:32:59,2018-04-25 19:28:29,2018-05-14 00:00:00
6c06e4f4212e106eaa318b8330944588,0eb95372a58d93d987ae574866f866c8,delivered,2018-01-01 22:30:08,2018-01-01 23:36:58,2018-01-02 18:51:32,2018-01-05 16:36:07,2018-01-24 00:00:00
509b3c9816121d1f5ac14d58ca482170,ba47d58ee731ce8d729dc0fcccfb2739,delivered,2017-12-31 00:57:27,2017-12-31 01:07:23,2018-01-02 18:35:39,2018-01-09 15:22:41,2018-01-24 00:00:00
f0680fed8d1da7afd02cc656cb6d57e9,c8aca2f8d04ca121e88c26b61d3823a8,delivered,2018-02-16 11:29:55,2018-02-17 11:26:51,2018-02-19 20:52:55,2018-03-28 22:48:44,2018-03-27 00:00:00
4faae91a65b5f993113cb0c78ca14a61,75f2aa057dcfd5d621262193e3db1d34,delivered,2017-12-04 17:48:47,2017-12-04 18:30:29,2017-12-07 18:18:53,2018-01-12 20:27:54,2018-01-12 00:00:00
182fb1824c0cd548ce120c6108630e37,53e36864f1b9213f02300d3ca6c72523,delivered,2018-02-01 15:20:40,2018-02-01 15:35:15,2018-02-05 12:42:37,2018-02-20 20:42:34,2018-03-06 00:00:00
a90afb6b2b3258b9dfc870b1b8e8acf9,405ba2f314130555564c47a8e72c5488,delivered,2018-01-14 19:56:58,2018-01-16 17:13:34,2018-01-17 17:22:27,2018-01-30 21:28:55,2018-02-16 00:00:00
d79acd725bc4a0f28c6b42a9471d783e,2fbc8b0a61f041665380a5a931b321a5,delivered,2018-04-02 12:09:49,2018-04-02 12:28:37,2018-04-03 19:47:15,2018-04-06 21:04:23,2018-04-18 00:00:00
8ce27cfd1cf723e54eb8a517a0f687af,d84fed1d60d32319a7006df034d24a34,delivered,2018-02-26 15:21:10,2018-02-26 15:35:38,2018-02-27 20:18:40,2018-03-05 21:26:53,2018-03-16 00:00:00
2485cabe7d4efbfa58650ef56a0ce6aa,a521ab3b55dcdfd47152d5af2a0c9555,delivered,2018-03-26 11:13:03,2018-03-26 11:47:43,2018-03-27 18:16:51,2018-04-18 22:31:09,2018-04-26 00:00:00
20488170c0793bc73f2b06d5b5457729,c33e83f45c633a4da0cefaf88bfc46e9,delivered,2018-05-17 16:59:40,2018-05-18 01:56:59,2018-05-21 11:58:00,2018-05-24 22:07:41,2018-06-05 00:00:00
9a68458f7da8a7a7b0840286b638dec2,c6009ed886124053d438bda8e7e8e7ca,delivered,2018-04-01 10:46:51,2018-04-01 11:30:09,2018-04-03 19:47:14,2018-04-06 20:47:36,2018-04-19 00:00:00
43776dfb549a4d0a2d069bfabfc4b134,93e860f59b9c3f64328ee86718f7612d,delivered,2018-02-05 07:13:25,2018-02-07 02:35:46,2018-02-08 15:05:08,2018-02-19 20:58:52,2018-03-01 00:00:00
1a7a8e3660a0903b0d7c43928700edb1,dae5221bda68a557972606b040facf0f,delivered,2018-04-01 15:27:20,2018-04-01 15:47:52,2018-04-03 19:58:42,2018-04-09 20:28:27,2018-04-18 00:00:00
fc046d7776171871436844218f817d7d,1458a88f3713f047a6d4a23a8ee0f3e5,delivered,2018-02-20 18:07:05,2018-02-20 18:20:44,2018-02-22 00:22:55,2018-03-19 14:34:39,2018-03-19 00:00:00
73af716749dce46fbbc5b2c4530ab2e9,9193190ad33400f55c47c4e780595bd9,delivered,2018-04-28 11:20:00,2018-05-01 06:12:49,2018-05-04 12:27:00,2018-05-12 18:42:43,2018-05-29 00:00:00
1b8dc892aec525e5b60529c26eab5a95,eeccf95c8da631f862a1fc8093b5816c,delivered,2018-03-13 19:07:41,2018-03-14 02:48:51,2018-03-14 22:58:43,2018-04-03 00:28:52,2018-03-29 00:00:00
385a6cde4031f6d16c0c80c96c702580,fec7eb5a3ebadfaf3ba391d8edf838bc,delivered,2018-04-27 19:44:10,2018-04-27 19:55:20,2018-05-02 12:26:00,2018-05-11 19:19:16,2018-05-22 00:00:00
809cadee53cde56e54180cf5d6631443,833cf609a6aec4b27901837d32aa7117,delivered,2017-12-15 11:38:53,2017-12-15 11:53:19,2017-12-20 11:13:48,2018-01-08 19:27:17,2018-01-17 00:00:00
aed5554747b457b11b6357881e378195,15893819842cca09b25e1a364cbc3c45,delivered,2018-02-06 11:51:31,2018-02-06 12:12:55,2018-02-07 20:24:56,2018-02-15 17:34:35,2018-03-05 00:00:00
df173dfd3b854c43b8cb8b73c5dbcd15,3f3d6985591aaa8288b1975674698342,delivered,2018-03-18 00:23:20,2018-03-20 03:08:29,2018-03-21 19:04:08,2018-04-04 16:50:51,2018-04-05 00:00:00
487be7e48ff6a4d2bbd92f6a85006ece,97b272df0a3c59bb5e9a21a32d3efad0,delivered,2018-03-10 18:28:44,2018-03-10 18:48:21,2018-03-12 21:24:19,2018-04-04 22:51:34,2018-04-04 00:00:00
9c44a03c9f82cd2488ff7a09aafb7413,53dce88c8abafa618eca63d23ad175b2,delivered,2017-12-15 23:01:12,2017-12-16 08:38:22,2017-12-20 13:37:15,2018-01-08 22:49:11,2018-01-16 00:00:00
a224640d67f0bb8360d291fbbf4491c3,23beef0385f944fcae5cb8d4ba23522c,delivered,2018-04-09 16:51:32,2018-04-09 17:13:54,2018-04-11 16:38:57,2018-04-20 00:41:35,2018-05-09 00:00:00
3b91f44850c174b8360b51fc60460cf9,7745c5ba808972838627034c63ab57a0,delivered,2018-05-13 00:44:12,2018-05-13 00:55:20,2018-05-16 08:14:00,2018-06-05 15:51:39,2018-06-22 00:00:00
107de3a1a918ea939b7c03c588ad1e49,893e652824e5ecc31426614072578a0a,delivered,2018-01-20 00:27:17,2018-01-20 00:36:13,2018-01-20 17:28:50,2018-02-03 02:35:14,2018-03-05 00:00:00
8c603c4cd6c5340bc4892c36e662a0bb,7b5a8d934b1dc34a581b1f1d0fbfaba3,delivered,2018-04-20 20:12:31,2018-04-24 18:16:44,2018-04-24 17:15:50,2018-05-22 14:05:39,2018-05-25 00:00:00
a0f3677ac2cfd35a8d76f4a26fb29a95,e84ae3177de985c590e3e9d364f7acaa,delivered,2018-05-17 16:59:15,2018-05-18 01:17:35,2018-05-21 11:58:00,2018-05-24 14:39:43,2018-06-04 00:00:00
beb0c6412a4fab0bc73cbebe972365b2,6d55eafc87c38d4ddeba83f97f62cf77,delivered,2018-03-09 23:25:28,2018-03-09 23:35:24,2018-03-13 17:44:40,2018-03-20 19:53:08,2018-03-27 00:00:00
de3e2a6586207ab341873057bac579d2,ad35419bfc1690a388c7fcccfc271ac4,delivered,2017-12-18 14:59:25,2017-12-18 15:57:37,2017-12-20 11:13:48,2018-01-05 14:39:20,2018-01-26 00:00:00
81e2f3f9f9ab4dea091b20c7a652290e,f90b90ce47228752be8ef845070cddca,delivered,2018-05-14 10:44:19,2018-05-14 11:14:11,2018-05-16 08:14:00,2018-05-21 15:41:47,2018-06-07 00:00:00
aa1c3aeff82c1b948ca7036036bb4cae,db34b92431fe812d551d2ea6f6424ff9,delivered,2018-01-26 21:42:41,2018-01-26 21:58:41,2018-01-30 14:26:09,2018-02-06 18:52:47,2018-02-22 00:00:00
68a6bc33c20d0ac617d2ebc6bba91b60,c324e4c55f8bf3ccec55d8c6e6c105be,delivered,2018-03-10 18:05:33,2018-03-10 18:15:25,2018-03-12 21:26:50,2018-03-22 00:03:27,2018-04-03 00:00:00
a5fd46480530fe84051edbf96b8beb9c,f2ad4abfa3daf84047b848a2e8153271,delivered,2018-04-05 09:44:30,2018-04-05 09:55:47,2018-04-07 01:14:40,2018-04-10 16:48:32,2018-04-30 00:00:00
2a6a114fe2292f31891a707ff4731e25,387ac5f7b3d7573ff2fff3d753958d0d,delivered,2018-04-25 22:44:04,2018-04-25 22:55:21,2018-04-27 12:32:00,2018-05-12 11:18:38,2018-05-23 00:00:00
e08f922f045b1291625cda1c4187c7a5,112ef437256ead163d4a365b66cfc539,delivered,2018-01-09 14:21:32,2018-01-11 03:09:09,2018-01-11 18:04:28,2018-01-23 23:44:36,2018-02-14 00:00:00
c9fda8a29af551413a142b672cd43b39,315ddf3319e828ec1a76fe9fb3b4797b,delivered,2018-05-13 22:58:20,2018-05-14 22:55:22,2018-05-17 12:26:00,2018-05-23 14:14:37,2018-06-08 00:00:00
2829feee3f2a5c865f84cf4efb8df48d,8974c83d17dba1c212c98adb6ea6eadb,delivered,2018-05-04 17:17:11,2018-05-04 17:33:49,2018-05-07 08:37:00,2018-05-15 19:33:01,2018-05-30 00:00:00
dc034558fc2acd4a0d55733dd55b3b9c,cd8038ca905be15371c29a2c7901eccc,delivered,2017-12-11 15:00:43,2017-12-11 15:11:29,2017-12-13 15:47:10,2018-01-03 22:26:50,2018-01-09 00:00:00
5be3372596502bec6eb23cf7c68c1b9f,cf6d71e407921204f7013d828c25fb28,delivered,2018-03-21 22:08:15,2018-03-21 22:27:39,2018-03-23 19:54:51,2018-04-03 01:40:45,2018-04-09 00:00:00
eb740c3ddb7d9e9634b6394a5b7bd38a,896d40135ad6a37e0733e2e64995f54c,delivered,2018-02-18 11:25:19,2018-02-18 12:26:51,2018-02-19 20:25:13,2018-03-02 18:28:31,2018-03-13 00:00:00
51585e1d994a841c66c0da52ae3ce522,7d0d42828b50e02b5a4e2c9e95f94a4d,delivered,2018-05-14 10:01:53,2018-05-14 10:12:15,2018-05-17 12:26:00,2018-05-21 13:38:32,2018-06-04 00:00:00
c6b8deadbb46bf659ad2ce2357396969,3a98b6b07067a82c428f574a415666e7,delivered,2018-03-26 11:51:12,2018-03-26 12:10:27,2018-03-27 18:29:44,2018-04-09 22:06:32,2018-04-12 00:00:00
2db65679ff1d05444ec29ab329f8ae82,5b962d5aab4b7a6a145bf0bba32c1ae8,delivered,2018-04-22 16:02:31,2018-04-24 19:03:54,2018-04-26 12:25:00,2018-05-02 14:32:58,2018-05-16 00:00:00
a182c021b0561e70031de925b3991fb3,1d93c38087f43927ad29cdbd73a1a01b,delivered,2018-04-02 20:25:56,2018-04-02 20:35:17,2018-04-04 18:13:12,2018-04-11 11:14:31,2018-04-25 00:00:00
fb0c01b2efee313f5231a89c4a55e498,36fa9776dee38b20734cac9f7a382be4,delivered,2017-12-02 10:36:19,2017-12-02 10:57:09,2017-12-04 16:29:54,2017-12-21 17:12:40,2018-01-03 00:00:00
7fc9cfbe25b5e0d747a0b4ca5678aaf3,fda906ebb2234e1b3759767055e1dc89,delivered,2018-03-24 20:39:37,2018-03-25 20:35:30,2018-03-27 02:08:55,2018-04-05 00:44:24,2018-04-19 00:00:00
348baece82005425558464257810b493,7ec2b3ab3c32f06c03da19590065fadb,delivered,2017-12-12 14:29:29,2017-12-12 14:39:25,2017-12-13 16:54:49,2017-12-28 16:44:44,2018-01-12 00:00:00
01721e0729fcb75ab238248fdbb48eeb,db14d5544e26caec33796e6d85486585,delivered,2018-03-19 13:31:24,2018-03-19 13:50:05,2018-03-21 19:04:08,2018-04-09 14:48:48,2018-04-12 00:00:00
2b500c112e920c97340e29545b8968bb,85e677b42832578c7a3a28e6830ab52d,delivered,2018-02-06 14:46:23,2018-02-06 16:11:35,2018-02-08 16:03:56,2018-02-22 15:39:10,2018-03-14 00:00:00
a5283d6db4848796b9bea944339d2dca,c437d2ce8145895f0e3bb3cff1d49833,delivered,2018-05-03 13:35:01,2018-05-03 13:52:40,2018-05-07 12:31:00,2018-05-21 12:38:49,2018-06-13 00:00:00
7527dc48e587e3cc2071e727f32a2610,1d96ca9c6b79fe73bcad683eb98a4c56,delivered,2018-05-10 00:22:46,2018-05-11 03:10:47,2018-05-11 12:26:00,2018-05-17 23:38:47,2018-06-20 00:00:00
d5af3f91478b15918f7250953622d89d,0ab3070066ef0b76972bc47348cc9163,delivered,2018-04-25 19:07:43,2018-04-25 20:35:26,2018-04-27 12:32:00,2018-05-16 16:09:05,2018-05-23 00:00:00
e2d66db1ac680c44e6419a6a7a5095a4,adab95af0aaccb5b653ea193a0e073db,delivered,2018-05-10 20:11:13,2018-05-10 20:31:59,2018-05-11 12:26:00,2018-05-17 22:16:40,2018-05-30 00:00:00
bec6c8437e350113789da9c0bc9c2566,4ce0c6e4d7b908ea1a35aee4fbbda890,delivered,2018-03-26 22:17:15,2018-03-26 22:30:13,2018-03-27 23:29:14,2018-04-15 12:08:48,2018-04-17 00:00:00
